"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"4376","Place Jean Baptiste Darbefeuille","NANTES","Darbefeuille","PUBLIQUE","NANTES Rue de la Verrerie","","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"5075","Place Louis Daubenton","NANTES","Daubenton","PUBLIQUE","NANTES Rue Fulton","NANTES Rue Daubenton","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"2392","Rue Daubenton","NANTES","Daubenton","PUBLIQUE","NANTES Rue de la Brasserie","NANTES Place Louis Daubenton","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"0188","Rue Alphonse Daudet","NANTES","Daudet","PUBLIQUE","NANTES Rue Villebois Mareuil","NANTES Rue Ernest Legouvé","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4223","Rue Honoré Daumier","NANTES","Daumier","PUBLIQUE","NANTES Rue Charles Roger","","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"1400","Rue Capitaine André David","NANTES","David","PUBLIQUE","NANTES Rue de la Bourdonnais","NANTES Rue Ferdinand Buisson","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4680","Rue Julienne David","NANTES","David","PUBLIQUE","NANTES Rue de l'Hermitage","NANTES Rue du Roi Baco","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"5076","Rue Louis David","NANTES","David","PUBLIQUE","NANTES Boulevard des Anglais","NANTES Rue Jean Louis de Girodet","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"0090","Venelle Alexandra David-Néel","NANTES","David-Néel","PRIVEE","NANTES Venelle Elisée Reclus","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"4432","Rue Jean Debay","NANTES","Debay","PUBLIQUE","NANTES Rue Fontaine de Barbin","NANTES Rue Félix Thomas","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5077","Rue Louis Debierre","NANTES","Debierre","Inconnu","NANTES Allée de l'Embellie","NANTES Rue Jean Demozay","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"8084","Avenue Thérése Debrabant","NANTES","Debrabant","PRIVEE","NANTES Boulevard Eugène Orieux","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"2395","Rue Debray","NANTES","Debray","PUBLIQUE","NANTES Boulevard Gabriel Lauriol","NANTES Avenue de la Minerve","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"1936","Rue Claude Debussy","NANTES","Debussy","PRIVEE","NANTES Place Emile Fritsch","NANTES Avenue des Mésanges","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6214","Rue Paul Decauville","NANTES","Decauville","PUBLIQUE","NANTES Rue Marc Seguin","NANTES Boulevard Auguste Péneau","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"2397","Impasse de la Découverte","NANTES","Découverte","PRIVEE","NANTES Avenue des Impressionnistes","Impasse","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"3505","Place Gaston Defferre","NANTES","Defferre","Inconnu","NANTES Rue de la Loire","NANTES Boulevard Georges Pompidou","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"2700","Rue Edgar Degas","NANTES","Degas","PUBLIQUE","NANTES Rue de la Contrie","NANTES Boulevard Jean Ingres","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"8576","Avenue Watel Dehaynin","NANTES","Dehaynin","PRIVEE","NANTES Rue du Plessis Gautron","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"2956","Rue Eugène Delacroix","NANTES","Delacroix","PUBLIQUE","NANTES Place Vincent Auriol","NANTES Place Puvis De Chavannes","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"4384","Rue Jean Baptiste Delambre","NANTES","Delambre","PRIVEE","NANTES Rue Joncours","NANTES Boulevard de la Fraternité","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"6216","Rue Paul Delaroche","NANTES","Delaroche","PUBLIQUE","NANTES Boulevard Jean Ingres","NANTES Rue de la Prière","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"2761","Allée Sonia Delaunay","NANTES","Delaunay","PRIVEE","NANTES Rue Jean Marc Nattier","","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"2756","Rue Elie Delaunay","NANTES","Delaunay","PUBLIQUE","NANTES Rue Georges Clemenceau","NANTES Rue Gambetta","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"0036","Rue Adrien Delavigne","NANTES","Delavigne","PUBLIQUE","NANTES Rue du Loquidy","NANTES Rue du Plessis de Grenédan","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"0744","Rue Benjamin Delessert","NANTES","Delessert","PUBLIQUE","NANTES Boulevard Jean Moulin","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"2399","Square de la Délivrance","NANTES","Délivrance","Inconnu","NANTES Rue du Pré-Salé","NANTES Rue de la Fleur de Sel","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"5080","Rue Louis Delluc","NANTES","Delluc","PUBLIQUE","NANTES Rue Georges Méliès","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"2400","Place Delorme","NANTES","Delorme","PUBLIQUE","NANTES Rue du Calvaire","NANTES Boulevard Gabriel Guist'Hau","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"2403","Avenue de Delphes","NANTES","Delphes","PRIVEE","NANTES Rue de la Ripossière","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"0065","Place Aimé Delrue","NANTES","Delrue","PUBLIQUE","NANTES Chaussée de la Madeleine","NANTES Pont Général Audibert","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6217","Rue Paul Deltombe","NANTES","Deltombe","PUBLIQUE","NANTES Rue du Coudray","NANTES Rue de Clermont","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4435","Rue Jean Demozay","NANTES","Demozay","Inconnu","NANTES Rue Jeanne la Corsaire","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"7560","Rue Saint Denis","NANTES","Denis","PUBLIQUE","NANTES Rue de Verdun","NANTES Place Dumoustier","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"","Voie Non Dénommée 1142408","ORVAULT","Dénommée","Inconnu","","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4505","Rue Jeanne Deroin","NANTES","Deroin","PUBLIQUE","NANTES Rue de la Gilarderie","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"2414","Avenue des Dervallières","NANTES","Dervallières","PRIVEE","NANTES Rue des Dervallières","NANTES Avenue de l'Arche","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"2411","Impasse des Dervallières","NANTES","Dervallières","PRIVEE","NANTES Rue des Dervallières","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"2413","Place des Dervallières","NANTES","Dervallières","PUBLIQUE","NANTES Rue Charles Roger","NANTES Rue Jean Baptiste Greuze","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"2412","Rue des Dervallières","NANTES","Dervallières","PUBLIQUE","NANTES Rue Germain Boffrand","NANTES Boulevard de la Fraternité","bacs bleus et bacs jaunes","pluriel","à partir des numéros 11 et 14","mardi","mercredi","","pluriel","jusqu'aux numeros 31 et 44 : Hauts Pavés - Saint Félix ; à partir du numero 33 (impairs uniquement) : Dervallières - Zola"
"2412","Rue des Dervallières","NANTES","Dervallières","PUBLIQUE","NANTES Rue Germain Boffrand","NANTES Boulevard de la Fraternité","zone_transition","pluriel","jusqu'aux numéros 9 et 12","lundi et jeudi","merc_sem_impaires","","pluriel","jusqu'aux numeros 31 et 44 : Hauts Pavés - Saint Félix ; à partir du numero 33 (impairs uniquement) : Dervallières - Zola"
"2416","Rue Desaix","NANTES","Desaix","PUBLIQUE","NANTES Rue Général Buat","NANTES Place Waldeck Rousseau","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"2420","Rue Descartes","NANTES","Descartes","PUBLIQUE","NANTES Boulevard Gabriel Guist'Hau","NANTES Place Aristide Briand","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"2424","Rue Deshoulières","NANTES","Deshoulières","PUBLIQUE","NANTES Place Newton","NANTES Rue de la Bastille","extension tri'sac 2013","unique","","mardi et vendredi","","","pluriel","jusqu'aux numeros 17 et 14 : Centre-Ville ; à partir des numeros 19 et 24 : Hauts Pavés - St Félix"
"6954","Rue Président Desmars","NANTES","Desmars","PRIVEE","NANTES Rue Léon Buerne","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"1380","Rue Camille Desmoulins","NANTES","Desmoulins","PUBLIQUE","NANTES Boulevard des Poilus","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"2436","Ruelle de Dessous le Chêne","NANTES","Dessous","PRIVEE","NANTES Quai de la Fosse","NANTES Rue de Blois","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"2920","Rue Etienne Destranges","NANTES","Destranges","PUBLIQUE","NANTES Rue de l'Ouche Bignon","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"2448","Rue Deurbroucq","NANTES","Deurbroucq","PUBLIQUE","NANTES Quai de Tourville","NANTES Boulevard des Nations Unies","extension tri'sac 2013","unique","","lundi et jeudi","","","Centre Ville",""
"2460","Avenue de la Devinière","NANTES","Devinière","PRIVEE","NANTES Rue d'Allonville","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6467","Petite Avenue de la Devinière","NANTES","Devinière","PRIVEE","NANTES Rue d'Allonville","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"2777","Rue Emile Dezaunay","NANTES","Dezaunay","Inconnu","NANTES Rue Pierre Roy","NANTES Rue Eugène Pergeline","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"2470","Rue Diane","NANTES","Diane","PUBLIQUE","NANTES Rue Hector Berlioz","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"2471","Rue du Diapason","NANTES","Diapason","PRIVEE","NANTES Avenue des Violons","NANTES Avenue des Violons","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"2472","Rue Diderot","NANTES","Diderot","PUBLIQUE","NANTES Rue Sainte Marthe","NANTES Place Charles Lechat","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"2476","Rue Didienne","NANTES","Didienne","PUBLIQUE","NANTES Allée des Tanneurs","NANTES Rue Léopold Cassegrain","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"3460","Rue Garde Dieu","NANTES","Dieu","PUBLIQUE","NANTES Rue Saint Jean","NANTES Rue Saint Léonard","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"2482","Avenue des Diligences","NANTES","Diligences","PRIVEE","NANTES Boulevard Robert Schuman","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"5412","Rue Marquis de Dion","NANTES","Dion","PUBLIQUE","NANTES Rue Ambroise Pierre Audouard","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"4171","Chemin de la Haye Dirée","NANTES","Dirée","PUBLIQUE","NANTES Chemin de Bonneville","NANTES Chemin de l'Eraudière","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"2484","Rue de la Distillerie","NANTES","Distillerie","PUBLIQUE","NANTES Rue Adolphe Moitié","NANTES Rue de Bouillé","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"2488","Rue Dobrée","NANTES","Dobrée","PUBLIQUE","NANTES Place Eugène Livet","NANTES Place René Bouhier","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"2543","Avenue de Doëlan","NANTES","Doëlan","PRIVEE","NANTES Rue du Moulin des Rochettes","NANTES Rue du Pouldu","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"2928","Rue Etienne Dolet","NANTES","Dolet","PUBLIQUE","NANTES Place Saint Clair","NANTES Boulevard Pasteur","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"2545","Rue des Dolines","NANTES","Dolines","PUBLIQUE","NANTES Rue de la Renaudière","NANTES Rue Aimé Barthoulot","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"7564","Rue de Saint Domingue","NANTES","Domingue","MIXTE","NANTES Boulevard des Antilles","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"7568","Rue Saint Donatien","NANTES","Donatien","PUBLIQUE","NANTES Place des Enfants Nantais","NANTES Rue Desaix","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1899","Avenue Christian Doppler","NANTES","Doppler","PRIVEE","NANTES Rue Victor Schoelcher","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"2554","Rue de la Dordogne","NANTES","Dordogne","PUBLIQUE","NANTES Rue du Jamet","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"7431","Rue Roland Dorgeles","NANTES","Dorgeles","PUBLIQUE","NANTES Rue de Pessac","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"2556","Rue Dorgère","NANTES","Dorgère","PUBLIQUE","NANTES Rue Grande Biesse","NANTES Boulevard Gustave Roch","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"X029","Cour des Dorides","NANTES","Dorides","PRIVEE","NANTES Quai de la Fosse","","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"5451","Rue Marx Dormoy","NANTES","Dormoy","PRIVEE","NANTES Rue Georges Leygues","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"0082","Rue Albert Dory","NANTES","Dory","PUBLIQUE","NANTES Boulevard Robert Schuman","NANTES Rue de la Gaudinière","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"2560","Rue Dos d'Ane","NANTES","Dos","PUBLIQUE","NANTES Place de la Rochelle","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"2564","Passage Douard","NANTES","Douard","PRIVEE","NANTES Rue des Olivettes","NANTES Impasse Juton","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"2565","Rue de Douarnenez","NANTES","Douarnenez","PUBLIQUE","NANTES Boulevard René Cassin","NANTES Rue de Pont Aven","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"2570","Rue du Doubs","NANTES","Doubs","PUBLIQUE","NANTES Rue du Drac","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"6838","Rue de la Porte Douillard","NANTES","Douillard","PUBLIQUE","NANTES Chemin de la Boisbonnière","NANTES Chemin de la Guiblinière","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"4672","Rue Julien Douillard","NANTES","Douillard","PUBLIQUE","NANTES Boulevard de Doulon","NANTES Rue des Forges","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"2572","Boulevard de Doulon","NANTES","Doulon","MIXTE","NANTES Boulevard de Seattle","NANTES Route de Sainte Luce","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","pluriel","numeros impairs : Malakoff - St Donatien ; numeros pirs : Doulon - Bottière"
"8464","Place du Vieux Doulon","NANTES","Doulon","PUBLIQUE","NANTES Boulevard Auguste Péneau","NANTES Rue de la Papotière","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"3506","Boulevard Gaston Doumergue","NANTES","Doumergue","PUBLIQUE","NANTES Boulevard Louis Barthou","NANTES Boulevard des Martyrs Nantais de","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"4693","Impasse Kastell Dour","NANTES","Dour","PRIVEE","NANTES Avenue du Bout des Landes","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4576","Rue Joseph Doury","NANTES","Doury","PUBLIQUE","NANTES Boulevard Louis Millet","NANTES Rue du Landreau","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"8440","Rue des Vieilles Douves","NANTES","Douves","PUBLIQUE","NANTES Place Royale","NANTES Rue de l'Arche Sèche","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6436","Chemin du Petit Doyenne","NANTES","Doyenne","PRIVEE","NANTES Rue Prosper Coinquet","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"2576","Rue du Drac","NANTES","Drac","PUBLIQUE","NANTES Rue de l'Etang","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"8236","Rue du 3iéme Dragons","NANTES","Dragons","PUBLIQUE","NANTES Rue des Rochettes","NANTES Rue de Coulmiers","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"6684","Rue Pitre de Lisle du Dreneuc","NANTES","Dreneuc","Inconnu","NANTES Boulevard Alexandre Millerand","NANTES Rue Ligérienne","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"2577","Allée de la Dreve","NANTES","Dreve","PUBLIQUE","NANTES Rue de la Renaudière","NANTES Rue des Dolines","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"4153","Rue Henri Théodore Driollet","NANTES","Driollet","PUBLIQUE","NANTES Rue Roger Astic","NANTES Rue de la Haluchère","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"6246","Allée Paul le Drogo","NANTES","Drogo","PRIVEE","NANTES Rue Jean Robic","NANTES Rue Jean Robic","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"2582","Rue de la Drôme","NANTES","Drôme","PUBLIQUE","NANTES Boulevard Jean Moulin","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"3648","Rue Geoffroy Drouet","NANTES","Drouet","PUBLIQUE","NANTES Rue Maréchal Joffre","NANTES Rue Préfet Bonnefoy","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"2585","Avenue des Druides","NANTES","Druides","PRIVEE","NANTES Rue Jean Jacques Audubon","NANTES Avenue du Gui","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
